 0.875000,  0.875000
 0.687500,  0.812500
 0.812500,  0.687500
 0.593750,  0.968750
 0.968750,  0.593750
 0.781250,  0.781250
 0.921875,  0.640625
 0.984375,  0.328125
 0.859375,  0.953125
 0.328125,  0.984375
 0.953125,  0.859375
 0.640625,  0.921875
 0.523438,  0.898438
 0.898438,  0.523438
 0.710938,  0.710938
 0.960938,  0.460938
 0.460938,  0.960938
 0.835938,  0.835938
 0.992188,  0.992188
 0.679688,  0.804688
 0.804688,  0.679688
 0.914062,  0.757812
 0.726562,  0.945312
 0.851562,  0.570312
 0.570312,  0.851562
 0.945312,  0.726562
 0.757812,  0.914062
 0.886719,  0.707031
 0.824219,  0.894531
 0.980469,  0.800781
 0.667969,  0.988281
 0.792969,  0.613281
 0.933594,  0.941406
 0.746094,  0.753906
 0.871094,  0.628906
 0.589844,  0.910156
 0.964844,  0.535156
 0.902344,  0.472656
 0.402344,  0.972656
 0.777344,  0.847656
 0.894531,  0.824219
 0.707031,  0.886719
 0.613281,  0.792969
 0.988281,  0.667969
 0.800781,  0.980469
 0.535156,  0.964844
 0.910156,  0.589844
 0.972656,  0.402344
 0.472656,  0.902344
 0.847656,  0.777344
 0.941406,  0.933594
 0.628906,  0.871094
 0.753906,  0.746094
 0.505859,  0.998047
 0.880859,  0.623047
 0.943359,  0.435547
 0.443359,  0.935547
 0.818359,  0.810547
 0.974609,  0.904297
 0.662109,  0.841797
 0.787109,  0.716797
 0.302734,  0.982422
 0.927734,  0.857422
 0.740234,  0.919922
 0.990234,  0.169922
 0.865234,  0.544922
 0.958984,  0.638672
 0.771484,  0.951172
 0.904297,  0.974609
 0.716797,  0.787109
 0.841797,  0.662109
 0.623047,  0.880859
 0.998047,  0.505859
 0.935547,  0.443359
 0.435547,  0.943359
 0.810547,  0.818359
 0.544922,  0.865234
 0.919922,  0.740234
 0.169922,  0.990234
 0.982422,  0.302734
 0.857422,  0.927734
 0.951172,  0.771484
 0.638672,  0.958984
 0.884766,  0.791016
 0.697266,  0.978516
 0.822266,  0.603516
 0.603516,  0.822266
 0.978516,  0.697266
 0.791016,  0.884766
 0.556641,  0.931641
 0.931641,  0.556641
 0.744141,  0.744141
 0.994141,  0.494141
 0.494141,  0.994141
 0.869141,  0.869141
 0.962891,  0.962891
 0.650391,  0.775391
 0.775391,  0.650391
 0.892578,  0.673828
 0.955078,  0.361328
 0.830078,  0.986328
 0.361328,  0.955078
 0.986328,  0.830078
 0.673828,  0.892578
 0.908203,  0.908203
 0.720703,  0.845703
 0.845703,  0.720703
 0.564453,  0.939453
 0.939453,  0.564453
 0.751953,  0.751953
 0.877930,  0.625977
 0.815430,  0.938477
 0.346680,  0.969727
 0.971680,  0.844727
 0.659180,  0.907227
 0.924805,  0.891602
 0.737305,  0.829102
 0.862305,  0.704102
 0.581055,  0.985352
 0.956055,  0.610352
 0.393555,  0.922852
 0.768555,  0.797852
 0.901367,  0.774414
 0.713867,  0.961914
 0.838867,  0.586914
 0.620117,  0.868164
 0.995117,  0.743164
 0.245117,  0.993164
 0.807617,  0.930664
 0.541992,  0.883789
 0.916992,  0.508789
 0.729492,  0.696289
 0.979492,  0.446289
 0.479492,  0.946289
 0.854492,  0.821289
 0.948242,  0.977539
 0.635742,  0.790039
 0.760742,  0.665039
 0.889648,  0.958008
 0.702148,  0.770508
 0.827148,  0.645508
 0.608398,  0.926758
 0.983398,  0.551758
 0.920898,  0.489258
 0.420898,  0.989258
 0.795898,  0.864258
 0.936523,  0.692383
 0.999023,  0.254883
 0.874023,  0.879883
 0.967773,  0.786133
 0.655273,  0.973633
 0.522461,  0.950195
 0.897461,  0.575195
 0.959961,  0.387695
 0.834961,  0.762695
 0.991211,  0.918945
